City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,cabo san lucas,22.8909,-109.9124,30.9,32,75,4.12,MX,1685061010
365,lazaro cardenas,17.9583,-102.2,28.51,71,82,4.0,MX,1685061116
366,pechora,65.1472,57.2244,16.76,83,89,4.16,RU,1685061116
367,naze,28.3667,129.4833,23.51,69,100,4.76,JP,1685061116
368,flin flon,54.7682,-101.865,13.79,96,100,2.26,CA,1685061116
369,mccook,40.2019,-100.6257,17.25,84,100,8.75,US,1685061117
370,guozhen,34.3659,107.359,17.56,70,100,1.11,CN,1685061117
371,bengkulu,-3.8004,102.2655,26.78,78,37,1.52,ID,1685061117
372,touros,-5.1989,-35.4608,25.7,87,95,5.68,BR,1685060906
373,jatibonico,21.9419,-79.17,24.04,83,0,2.97,CU,1685061117
374,uliastay,47.7417,96.8444,6.37,47,100,1.55,MN,1685061117
375,patong,7.8961,98.2966,30.57,99,99,6.07,TH,1685061117
376,bezhetsk,57.7851,36.6965,10.43,89,6,2.77,RU,1685061117
377,colonia,50.9333,6.95,11.64,81,0,3.09,DE,1685061012
378,sisimiut,66.9395,-53.6735,-0.49,85,93,5.66,GL,1685061077
379,hilo,19.7297,-155.09,26.85,76,40,5.66,US,1685060933
380,kutum,14.2,24.6667,27.55,22,8,2.04,SD,1685061118
381,madison,34.7334,-86.5667,25.64,54,0,2.57,US,1685061108
382,jatai,-17.8814,-51.7144,18.66,64,7,2.66,BR,1685061064
383,kayangel,8.0823,134.7173,29.11,78,100,8.73,PW,1685060914
384,arkhangel'sk,64.5401,40.5433,8.38,90,7,2.7,RU,1685061118
385,kailua-kona,19.6406,-155.9956,26.98,86,100,4.63,US,1685061118
386,vigan,17.5747,120.3869,29.96,81,32,0.64,PH,1685061118
387,broome,42.2506,-75.833,12.61,62,0,0.89,US,1685061118
388,sandnessjoen,66.0217,12.6316,3.69,90,100,2.24,NO,1685061118
389,natitingou,10.3042,1.3796,24.51,82,100,1.53,BJ,1685061118
390,gaalkacyo,6.7697,47.4308,25.4,75,53,5.19,SO,1685061118
391,comandante fontana,-25.3345,-59.6821,23.42,61,67,3.84,AR,1685061119
392,shimoda,34.6667,138.95,21.72,61,100,2.73,JP,1685061119
393,tura,25.5198,90.2201,20.88,91,100,1.32,IN,1685060912
394,scornicesti,44.5667,24.55,14.06,88,100,1.06,RO,1685061119
395,dhidhdhoo,6.8833,73.1,28.91,74,17,4.61,MV,1685061119
396,lascano,-33.6667,-54.2,18.24,85,42,3.6,UY,1685061119
397,lahad datu,5.0268,118.327,27.79,79,100,1.22,MY,1685061119
398,tofol,5.3248,163.0078,28.34,75,40,4.3,FM,1685061119
399,zhezqazghan,47.7833,67.7667,17.56,36,0,3.06,KZ,1685061119
400,cefalu,38.0386,14.0229,20.3,75,43,1.34,IT,1685061119
401,kattivakkam,13.2167,80.3167,30.05,75,49,5.55,IN,1685061120
402,cootamundra,-34.65,148.0333,9.97,78,56,6.65,AU,1685061120
403,mancio lima,-7.6142,-72.8958,26.04,94,40,0.0,BR,1685061120
404,uglich,57.5275,38.3317,10.66,94,6,2.01,RU,1685061120
405,sitia,35.2,26.0986,19.43,78,34,2.35,GR,1685061120
406,bandarbeyla,9.4942,50.8122,27.93,78,14,7.26,SO,1685061120
407,villa yapacani,-17.4,-63.8333,22.39,97,42,2.37,BO,1685061120
408,hasaki,35.7333,140.8333,24.01,61,66,5.13,JP,1685060905
409,zhalantun,48.0,122.7167,15.52,40,4,9.55,CN,1685060946
410,kuta,-8.7233,115.1723,26.97,83,20,4.63,ID,1685061121
411,freetown,8.484,-13.2299,23.84,94,75,3.6,SL,1685061121
412,amahai,-3.3333,128.9167,27.85,70,87,5.53,ID,1685061121
413,thunder bay,48.4001,-89.3168,11.99,43,75,4.63,CA,1685061072
414,oodweyne,9.4092,45.064,21.86,81,100,2.0,SO,1685061121
415,labytnangi,66.6572,66.4183,15.9,66,92,3.9,RU,1685061121
416,taft,31.7471,54.2088,24.97,24,40,1.03,IR,1685061121
417,praia da vitoria,38.7333,-27.0667,17.14,88,40,5.2,PT,1685061121
418,toliara,-23.35,43.6667,20.3,66,0,4.87,MG,1685060887
419,charters towers,-20.1,146.2667,23.39,46,63,1.85,AU,1685061122
420,six-fours-les-plages,43.0938,5.84,15.73,90,19,1.92,FR,1685061122
421,taroa,8.7058,171.2275,27.96,79,84,8.59,MH,1685061122
422,brookings,44.3114,-96.7984,27.19,39,20,7.72,US,1685061122
423,san andres,12.5847,-81.7006,28.01,74,75,2.06,CO,1685060971
424,antsiranana,-12.2787,49.2917,22.0,92,14,3.08,MG,1685061122
425,lompoc,34.6391,-120.4579,20.56,72,27,5.36,US,1685061123
426,beau vallon,-20.4189,57.6953,23.94,78,100,8.19,MU,1685061102
427,pahrump,36.2083,-115.9839,30.03,8,0,3.58,US,1685061123
428,puerto san jose,13.9256,-90.8244,28.55,77,76,3.67,GT,1685061123
429,brejo,-3.6844,-42.7503,23.38,88,97,0.7,BR,1685061124
430,yung shue wan,22.2333,114.1167,29.63,89,32,0.89,HK,1685061124
431,kerikeri,-35.2268,173.9474,16.4,66,40,2.27,NZ,1685061124
432,prado,-17.3411,-39.2208,22.34,90,26,3.38,BR,1685061124
433,kachug,53.9606,105.8817,5.21,73,81,2.81,RU,1685061124
434,guaruja,-23.9931,-46.2564,23.27,26,1,0.45,BR,1685061125
435,mkushi,-13.6202,29.3939,13.09,63,4,1.82,ZM,1685061125
436,yerofey pavlovich,53.9667,121.9667,7.23,90,100,2.82,RU,1685061125
437,vila franca do campo,37.7167,-25.4333,16.23,87,32,2.9,PT,1685061130
438,ulan bator,47.9077,106.8832,3.07,48,40,0.0,MN,1685060878
439,ambovombe,-25.1667,46.0833,18.18,81,0,4.6,MG,1685061131
440,parasia,22.2,78.7667,26.77,41,65,4.35,IN,1685061131
441,vilyuysk,63.7553,121.6247,7.94,44,14,4.5,RU,1685061131
442,mbandaka,0.0487,18.2603,21.03,98,100,0.79,CD,1685061131
443,gamba,-2.65,10.0,24.57,94,84,2.47,GA,1685061131
444,yanbu,24.0891,38.0637,28.02,69,0,1.54,SA,1685061132
445,duekoue,6.7472,-7.3496,23.1,99,100,0.25,CI,1685061132
446,pirai do sul,-24.5261,-49.9486,13.62,85,1,1.12,BR,1685060881
447,saint-philippe,-21.3585,55.7679,20.77,84,100,5.44,RE,1685061132
448,mosjoen,65.836,13.1908,3.7,87,75,2.24,NO,1685061132
449,gulf shores,30.246,-87.7008,27.03,48,0,3.09,US,1685061133
450,kaeng khro,16.1086,102.2581,29.98,61,57,2.82,TH,1685061133
451,shingu,33.7333,135.9833,20.25,72,100,2.08,JP,1685061133
452,abeche,13.8292,20.8324,31.54,30,25,0.94,TD,1685061133
453,paita,-5.0892,-81.1144,24.81,76,5,8.54,PE,1685061133
454,pemangkat,1.1667,108.9667,28.15,77,29,2.07,ID,1685061134
455,miguel ahumada,30.6167,-106.5167,32.5,9,99,4.01,MX,1685061134
456,marka,1.7159,44.7717,25.8,72,10,5.2,SO,1685061134
457,port moresby,-9.4431,147.1797,26.68,83,75,4.12,PG,1685061134
458,baruun-urt,46.6806,113.2792,8.89,42,7,1.81,MN,1685061134
459,kirakira,-10.4544,161.9205,25.06,91,100,1.45,SB,1685061135
460,haciqabul,40.0408,48.9445,23.83,57,100,0.34,AZ,1685061135
461,bubaque,11.2833,-15.8333,25.65,84,100,9.41,GW,1685061135
462,brusque,-27.0981,-48.9175,22.28,100,60,0.31,BR,1685061135
463,kapa'a,22.0752,-159.319,27.99,72,40,6.17,US,1685061136
464,saint-georges,12.0564,-61.7485,27.82,83,20,7.2,GD,1685061136
465,hemsby,52.6971,1.6918,8.13,78,6,4.92,GB,1685061136
466,'anat al qadimah,34.4659,41.9331,24.39,55,0,2.63,IQ,1685061137
467,marsa alam,25.0757,34.8918,27.32,36,7,1.86,EG,1685061137
468,yuzhno-kurilsk,44.0306,145.8556,12.88,65,0,3.0,RU,1685060922
469,beloyarskiy,63.7119,66.6722,15.4,63,100,3.69,RU,1685061137
470,gadzhiyevo,69.2551,33.3362,7.6,54,61,3.11,RU,1685061138
471,rabo de peixe,37.8,-25.5833,15.73,77,20,4.12,PT,1685061138
472,bayanaul,50.7889,75.6956,12.28,85,100,2.08,KZ,1685061138
473,fale old settlement,-9.3852,-171.2468,28.43,74,31,4.55,TK,1685060902
474,soto la marina,23.7667,-98.2167,26.81,64,2,4.48,MX,1685061138
475,yanai,33.9667,132.1167,19.0,72,100,1.41,JP,1685061031
476,vikulovo,56.8167,70.6107,11.16,67,6,1.83,RU,1685061139
477,marsh harbour,26.5412,-77.0636,26.27,71,59,3.01,BS,1685061139
478,hunkuyi,11.2668,7.6512,25.27,61,2,2.83,NG,1685061139
479,palafrugell,41.9174,3.1631,14.14,53,11,1.72,ES,1685061140
480,changping,40.2186,116.2197,20.8,42,100,1.98,CN,1685061140
481,pingxiang,27.6167,113.85,26.01,86,100,1.25,CN,1685061004
482,taksimo,56.3444,114.8794,5.15,88,100,1.19,RU,1685060875
483,lakki,32.6079,70.9114,25.3,56,16,2.67,PK,1685061140
484,geraldton,-28.7667,114.6,13.23,58,31,7.72,AU,1685060913
485,bonthe,7.5264,-12.505,26.62,85,100,1.07,SL,1685061141
486,petawawa,45.9001,-77.3328,15.77,31,0,3.09,CA,1685061141
487,laela,-8.5667,32.05,12.97,73,7,1.62,TZ,1685061141
488,kigorobya,1.6162,31.3089,19.8,87,59,1.7,UG,1685061141
489,presque isle,46.6811,-68.0159,4.6,84,100,4.63,US,1685061141
490,hitachi,36.6,140.65,19.81,75,60,4.28,JP,1685060899
491,seaside,36.6111,-121.8516,16.06,77,75,5.14,US,1685060880
492,polyarnyye zori,67.3661,32.4981,5.86,72,98,2.24,RU,1685061142
493,erenhot,43.6475,111.9767,13.75,40,62,9.19,CN,1685061142
494,ocean city,39.2776,-74.5746,14.43,69,10,3.13,US,1685061068
495,santa quiteria do maranhao,-3.5156,-42.5467,23.65,89,61,1.47,BR,1685061143
496,monticello,45.3055,-93.7941,24.19,30,0,5.14,US,1685061143
497,enriquillo,17.9,-71.2333,25.75,88,0,1.06,DO,1685061143
498,el granada,37.5027,-122.4694,22.05,72,100,8.75,US,1685061143
499,i-n-salah,27.1935,2.4607,27.12,11,100,4.89,DZ,1685061143
500,turkestan,43.3333,68.25,19.94,25,0,3.84,KZ,1685061144
501,jumla,29.2747,82.1838,11.79,79,100,1.46,NP,1685061144
502,rio claro,-22.4114,-47.5614,17.54,72,29,1.73,BR,1685061144
503,nassau,40.7507,-73.5829,18.71,50,0,3.6,US,1685061144
504,tinajo,29.0788,-13.7081,18.49,72,20,1.03,ES,1685061145
505,ghazni,33.5536,68.4269,13.78,34,0,3.32,AF,1685061146
506,chany,55.3121,76.7647,9.01,51,8,4.4,RU,1685061146
507,idri,27.5,13.2667,24.11,18,0,4.06,LY,1685061146
508,guane,22.2025,-84.0875,25.01,73,0,2.91,CU,1685061146
509,ensenada,31.8667,-116.6167,17.75,66,3,4.07,MX,1685060921
510,cabedelo,-6.9811,-34.8339,25.37,81,100,5.86,BR,1685061146
511,camana,-16.6228,-72.7111,19.42,86,73,4.07,PE,1685061147
512,nabire,-3.3667,135.4833,29.95,64,8,2.24,ID,1685061147
513,dudinka,69.4058,86.1778,2.57,91,20,5.48,RU,1685061147
514,banda aceh,5.5577,95.3222,28.1,76,100,4.17,ID,1685061148
515,warangal,18.0,79.5833,32.08,38,80,3.52,IN,1685061148
516,egilsstadir,65.2653,-14.3948,6.95,49,0,4.12,IS,1685061148
517,pierre,44.3683,-100.351,28.51,34,0,9.26,US,1685061148
518,senador guiomard,-10.1522,-67.7392,23.86,90,86,1.0,BR,1685061148
519,hovd,48.0056,91.6419,6.24,75,81,1.36,MN,1685060944
520,knyaze-volkonskoye,48.4642,135.4567,19.19,52,100,5.71,RU,1685061149
521,usinsk,65.9939,57.5281,16.75,79,46,7.95,RU,1685060880
522,sargatskoye,55.6101,73.4972,10.03,58,8,3.56,RU,1685061149
523,lakatoro,-16.0999,167.4164,26.33,55,85,4.99,VU,1685061149
524,sao gabriel da cachoeira,-0.1303,-67.0892,23.18,99,100,1.36,BR,1685061149
525,wynyard,-41.0,145.7167,8.88,88,100,5.67,AU,1685061150
526,magdagachi,53.45,125.8,8.67,86,100,2.24,RU,1685061145
527,mishan,45.55,131.8833,20.59,46,100,6.85,CN,1685061150
528,mata-utu,-13.2816,-176.1745,28.51,72,100,5.6,WF,1685061150
529,tromso,69.6496,18.957,4.01,81,75,10.8,NO,1685061150
530,vilyuchinsk,52.9306,158.4028,13.15,73,88,1.61,RU,1685060910
531,puerto baquerizo moreno,-0.9,-89.6,25.47,83,77,4.58,EC,1685061020
532,oskarshamn,57.2645,16.4484,6.66,58,0,4.18,SE,1685061151
533,wanning,18.8003,110.3967,29.3,77,77,3.84,CN,1685061151
534,nova vicosa,-17.8919,-39.3719,22.91,87,25,4.22,BR,1685060937
535,agat village,13.3886,144.6585,28.09,85,100,7.32,GU,1685061152
536,itoman,26.1247,127.6694,25.22,72,20,5.66,JP,1685061152
537,jaisalmer,26.9147,70.9181,27.32,73,17,7.94,IN,1685061152
538,konarka,19.9,86.1167,25.22,65,4,2.02,IN,1685061153
539,thinadhoo,0.5333,72.9333,28.19,75,13,4.1,MV,1685061153
540,fujin,47.26,132.0322,20.93,45,89,8.01,CN,1685061153
541,terenozek,45.05,64.9833,20.73,26,5,3.2,KZ,1685061153
542,goz beida,13.95,20.55,33.65,27,29,2.35,TD,1685061154
543,rio gallegos,-51.6226,-69.2181,0.03,86,0,4.63,AR,1685061154
544,talachyn,54.4097,29.6917,12.98,81,100,2.05,BY,1685061154
545,bridgewater,44.3835,-64.5155,11.79,74,81,4.63,CA,1685061154
546,barcelos,41.5388,-8.6151,19.36,58,0,6.12,PT,1685061154
547,halifax,44.6453,-63.5724,10.25,83,100,7.2,CA,1685061115
548,tisaiyanvilai,8.3333,77.8833,27.65,77,3,4.04,IN,1685061155
549,saint-christol-les-ales,44.0833,4.0833,15.73,89,3,2.37,FR,1685061155
550,astorga,-23.2325,-51.6656,21.13,80,0,3.56,BR,1685061155
551,vrangel',42.7297,133.0839,11.8,92,100,0.96,RU,1685061102
552,coahuayana de hidalgo,18.7,-103.6583,28.17,68,93,1.5,MX,1685061156
553,ardestan,33.3761,52.3694,25.58,29,100,1.76,IR,1685061156
554,kokologo,12.1897,-1.8856,29.92,59,67,4.06,BF,1685061156
555,fort st. john,56.2499,-120.8529,20.94,37,40,0.0,CA,1685061156
556,kerema,-7.9631,145.7785,25.92,84,100,1.92,PG,1685061157
557,kaoma,-14.7833,24.8,14.32,50,0,2.85,ZM,1685061157
558,upington,-28.4478,21.2561,5.21,81,0,1.54,ZA,1685061020
559,greymouth,-42.4667,171.2,14.34,83,96,9.0,NZ,1685061157
560,uttaradit,17.6667,100.5,27.78,64,5,0.68,TH,1685061158
561,haiku-pauwela,20.9219,-156.3051,27.01,62,20,9.77,US,1685061158
562,zigong,29.3416,104.7769,21.71,74,100,0.65,CN,1685061158
563,isangel,-19.55,169.2667,23.99,63,78,5.32,VU,1685061158
564,chinde,26.8418,88.0763,17.92,79,38,0.17,NP,1685061158
565,guaiuba,-4.0397,-38.6372,25.69,91,28,0.58,BR,1685061158
566,la puebla de montalban,39.863,-4.3592,15.35,82,75,2.42,ES,1685061158
